Length,Width,Height,Permittivity,Conductivity,Bend,Feed,S11,VSWR,Gain,Efficiency,Bandwidth,epsilon_r,FaultLabel
46.22,38.44,1.23,1.51,12116.3,0.4,-16.83,-18.67,1.48,3.53,74.09,45.12,2.22,1
44.46,37.52,1.39,1.98,7447.54,0.25,-16.91,-13.85,3.63,4.17,47.24,47.79,2.49,1
42.11,39.63,1.23,2.37,13619.57,1.14,-20.24,-17.57,2.9,1.25,38.64,131.18,3.84,1
45.71,35.67,0.89,2.35,11805.84,0.69,-16.1,-9.1,1.42,4.79,72.99,131.66,1.88,1
46.75,32.6,1.06,2.1,13589.03,0.89,-12.73,-6.13,3.38,3.91,41.26,99.83,2.97,1
43.85,38.19,1.06,2.1,5563.24,1.1,-13.48,-23.82,3.48,1.7,85.94,131.24,3.85,1
48.43,38.05,1.31,2.05,7027.66,0.36,-24.17,-5.74,3.47,4.19,47.87,96.73,2.56,1
44.75,34.05,0.97,1.92,6201.75,0.63,-11.61,-5.49,1.44,4.67,75.72,115.37,3.76,1
48.94,39.2,1.3,1.88,14694.73,0.8,-23.68,-23.14,3.25,-0.57,30.47,87.26,3.1,1
49.45,32.36,1.06,2.22,3187.12,0.47,-24.64,-12.88,2.23,2.9,30.95,102.85,2.19,1
49.89,35.04,1.41,2.07,9812.95,0.96,-9.31,-20.48,1.48,0.29,43.89,49.41,2.1,1
40.01,33.82,1.08,1.52,3845.04,0.8,-24.15,-6.36,3.94,0.18,38.38,71.74,3.72,1
47.29,35.25,1.05,1.57,8943.75,0.89,-5.1,-24.61,2.6,5.59,36.36,88.15,3.39,1
49.58,38.67,1.42,1.67,12555.6,0.23,-19.24,-19.07,3.59,4.08,42.54,55.64,2.58,1
44.69,32.21,0.84,1.92,4435.72,0.11,-21.19,-3.7,1.48,2.52,70.16,65.94,3.72,1
46.48,32.09,0.91,2.17,6432.69,0.19,-10.41,-5.8,2.75,4.37,71.46,104.55,2.64,1
46.81,35.82,1.42,1.79,11233.33,0.33,-14.41,-17.51,3.94,5.8,42.54,107.92,2.29,1
42.37,35.9,1.46,2.07,7624.24,0.48,-17.96,-20.33,3.81,4.43,83.19,82.26,3.92,1
45.54,35.05,1.04,2.22,8222.45,0.76,-12.62,-14.93,3.77,-0.74,37.35,122.61,3.04,1
46.13,36.57,1.18,1.59,12091.25,1.06,-6.53,-6.47,3.69,5.46,62.44,86.96,2.59,1
41.75,30.37,0.99,2.26,13336.55,0.89,-18.27,-6.24,2.37,5.74,76.33,50.83,2.77,1
45.89,33.28,1.19,1.99,5940.14,1.06,-23.82,-17.71,3.93,2.92,86.63,40.75,3.87,1
46.34,35.48,0.96,2.38,8087.39,0.15,-6.48,-16.89,1.88,-0.59,31.99,45.17,2.8,1
48.97,31.38,1.07,1.7,8090.07,0.69,-23.54,-21.13,2.86,4.88,35.33,154.78,2.56,1
49.74,32.15,1.48,1.94,13289.62,0.11,-14.55,-15.79,3.36,5.73,36.1,130.39,3.5,1
46.29,39.01,0.89,2.33,9317.23,0.49,-15.89,-24.72,1.66,3.57,69.65,99.36,3.94,1
45.54,35.05,1.04,2.22,8222.45,0.76,-12.62,-14.93,3.77,-0.74,37.35,122.61,3.04,1
45.38,36.68,1.33,2.2,9339.52,1.11,-18.54,-11.57,1.22,2.39,63.22,151.97,2.95,0
49.66,33.35,1.43,2.07,5406.43,0.23,-15.04,-20.54,2.18,-0.7,56.07,85.63,3.99,1
45.2,37.38,0.82,2.24,12673.55,0.1,-13.76,-24.59,1.41,5.1,33.3,148.89,3.46,1
42.11,39.63,1.23,2.37,13619.57,1.14,-20.24,-17.57,2.9,1.25,38.64,131.18,3.84,1
40.64,34.15,1.29,2.24,12129.37,0.14,-16.93,-12.09,2.17,-0.97,62.18,84.77,3.64,1
43.89,31.45,1.04,1.59,4010.76,0.23,-21.33,-22.82,3.77,2.93,50.71,159.43,2.42,1
47.27,37.44,0.95,1.63,10792.45,1.17,-15.27,-4.25,2.08,2.18,45.17,130.17,3.64,1
41.92,31.54,1.07,2.03,7900.06,0.51,-23.24,-10.83,2.16,2.58,33.12,159.41,3.92,1
45.29,30.4,0.94,2.4,10252.67,0.25,-19.42,-8.08,3.91,0.39,35.01,76.05,2.74,1
47.93,32.97,1.02,2.07,7436.25,0.73,-10.17,-9.99,3.79,-0.65,60.32,154.15,1.8,1
45.5,35.37,1.37,1.61,14062.91,0.63,-11.16,-11.79,2.82,3.97,35.33,99.61,3.03,1
47.88,33.17,0.93,2.46,8168.8,1.02,-21.9,-16.26,3.57,-0.63,61.53,158.44,2.34,1
40.99,33.59,1.47,1.53,6980.24,1.13,-13.55,-18.03,3.6,4.28,33.28,145.99,2.62,1
48.01,34.91,0.86,2.41,3821.57,0.13,-24.95,-13.0,1.97,-0.54,32.72,96.42,2.68,1
43.97,31.46,0.98,1.7,12485.98,0.17,-9.19,-14.73,3.19,4.87,68.32,114.37,1.79,1
42.6,35.37,1.19,1.52,3585.31,0.31,-15.15,-10.51,2.56,3.02,89.52,50.52,1.87,1
47.29,31.88,0.95,1.88,3661.5,0.79,-8.41,-22.89,3.18,2.95,78.75,123.35,3.48,1
48.56,38.13,0.9,2.47,8727.88,1.15,-21.58,-4.3,1.58,5.09,46.24,140.91,3.94,1
44.51,34.95,1.02,2.18,5427.81,1.09,-8.17,-19.43,2.54,5.68,81.23,52.66,1.66,1
43.03,34.05,0.86,2.28,14019.43,0.8,-13.22,-7.72,1.28,4.23,71.17,58.4,3.6,1
46.44,30.66,0.85,2.39,6821.3,0.79,-5.64,-20.96,3.82,4.08,49.66,121.19,1.82,1
42.1,33.9,1.21,1.85,7880.55,0.9,-24.13,-3.95,2.81,0.14,63.43,49.71,2.84,1
43.74,35.69,0.88,2.26,12719.1,0.13,-16.84,-19.1,3.87,4.4,60.68,105.37,1.55,1
44.14,32.72,0.89,1.73,12606.98,0.71,-14.05,-19.92,3.48,2.39,80.07,92.61,2.83,1
48.84,34.96,1.49,2.2,12230.66,0.4,-7.06,-3.35,3.73,4.77,80.75,53.27,2.35,1
49.78,30.98,1.51,1.5,12103.55,0.61,-14.36,-23.87,3.87,0.27,79.6,159.51,1.91,1
41.06,37.61,1.51,2.28,5409.6,0.4,-13.06,-19.32,1.91,2.64,78.09,111.88,2.26,0
49.62,31.6,1.45,2.11,14160.34,1.17,-14.47,-5.29,1.5,3.54,85.82,65.49,1.67,1
48.22,32.28,1.25,2.04,4530.17,0.99,-6.19,-4.72,1.52,3.09,86.38,158.85,1.65,1
41.95,33.41,0.99,2.33,5256.19,0.52,-14.3,-19.47,1.51,5.73,84.22,43.22,1.74,1
49.21,38.03,0.96,1.57,4609.11,0.94,-9.38,-15.66,3.59,2.69,80.23,105.95,2.51,1
45.85,32.32,1.14,1.71,4779.76,0.4,-22.86,-21.83,3.91,5.03,89.96,123.1,2.72,1
42.35,39.25,1.45,1.75,4639.7,1.11,-18.05,-17.72,3.21,2.39,77.09,68.28,1.6,1
45.11,32.33,1.37,1.97,9559.48,0.75,-13.64,-24.04,3.33,4.02,39.5,66.39,3.83,1
41.95,33.73,1.29,2.03,4385.98,1.18,-5.22,-6.34,1.51,1.93,78.37,158.6,3.81,1
43.6,35.99,1.26,2.02,10428.53,0.23,-22.75,-18.48,3.16,1.72,30.07,135.57,2.19,1
49.07,34.14,0.82,2.35,14422.81,0.99,-21.87,-15.73,3.27,5.05,82.19,150.84,3.08,1
40.24,30.96,1.09,1.73,14109.31,0.71,-20.98,-21.89,1.23,3.54,81.65,44.91,1.96,1
41.5,30.98,1.34,1.89,6742.99,0.49,-14.85,-19.93,1.81,5.74,51.98,137.43,3.95,1
45.45,38.88,1.45,1.65,3111.05,0.53,-17.7,-24.38,3.43,2.61,88.56,140.02,1.99,1
41.74,35.91,1.08,1.87,11525.27,1.17,-9.2,-20.83,3.85,1.16,79.0,61.34,1.5,1
48.85,32.39,1.06,2.2,7440.08,0.74,-11.06,-15.41,3.2,3.68,57.35,140.76,3.55,1
42.83,37.98,1.04,1.53,12838.01,0.47,-15.77,-23.68,2.95,4.8,43.19,151.98,2.03,1
48.11,32.65,1.11,1.7,10246.51,0.97,-16.68,-17.67,2.28,4.05,32.44,150.93,3.89,1
49.18,34.37,1.15,1.79,8284.97,1.15,-24.24,-14.47,3.69,-0.25,37.0,137.77,2.13,1
45.13,33.46,1.16,1.91,9382.82,0.55,-23.39,-3.45,3.99,0.22,44.46,92.43,1.87,1
47.99,36.1,1.53,2.21,11359.55,1.12,-10.62,-13.02,3.6,5.44,85.59,67.16,2.4,1
40.49,31.39,0.94,2.39,3036.23,0.54,-5.74,-4.37,3.46,2.72,50.77,128.07,2.13,1
43.57,34.38,1.15,2.16,13151.95,0.62,-22.07,-8.41,3.25,5.68,53.64,95.67,2.58,1
48.08,39.7,1.32,1.54,10846.17,0.11,-17.01,-22.98,3.59,-0.82,70.68,95.46,2.86,1
42.43,36.4,0.82,1.9,3700.95,1.14,-8.51,-3.64,3.44,3.39,56.73,93.68,2.18,1
40.39,33.46,1.31,1.88,10739.88,0.94,-9.57,-18.77,3.92,2.88,67.67,116.23,3.22,1
42.18,35.51,0.83,1.82,5508.91,0.23,-8.72,-20.67,3.86,5.09,36.67,147.13,2.87,1
40.3,35.38,0.89,2.32,14227.6,0.72,-19.02,-5.17,1.31,4.52,32.5,133.16,3.97,1
44.13,34.37,1.22,1.63,12131.55,1.18,-12.26,-9.73,1.76,0.38,50.99,73.97,3.82,1
44.8,39.01,1.38,2.23,10639.73,1.09,-10.5,-11.11,3.76,4.35,30.89,144.23,3.29,1
41.5,31.18,1.45,1.53,3131.67,1.17,-23.42,-8.78,1.82,3.0,58.67,57.16,2.15,1
40.51,32.5,1.03,1.79,11017.09,1.12,-13.2,-10.57,2.48,2.3,73.27,122.09,2.98,1
49.89,34.65,1.3,1.92,11429.73,0.31,-22.82,-6.29,1.07,1.44,85.13,108.47,3.58,1
46.86,31.0,1.41,1.76,12421.52,0.8,-14.82,-13.21,1.22,-0.71,30.89,133.07,1.64,1
42.43,32.1,0.84,2.35,9135.31,0.17,-16.07,-15.09,3.33,4.33,38.07,115.23,1.67,1
41.88,32.02,1.34,2.24,6746.79,1.05,-19.91,-17.43,3.14,-0.69,86.05,48.68,3.14,1
48.52,34.43,1.45,2.07,7242.32,0.27,-23.48,-13.87,3.28,5.06,58.82,117.19,3.96,1
43.77,32.07,0.95,1.84,13231.88,0.52,-23.74,-6.35,3.36,2.84,32.79,58.34,3.9,1
40.88,35.35,0.9,2.17,11993.02,0.28,-20.97,-19.7,2.8,1.85,83.25,105.76,1.65,1
45.81,35.68,1.02,1.96,8345.62,1.1,-18.38,-5.45,3.76,-0.16,85.56,110.99,1.87,1
49.89,35.04,1.41,2.07,9812.95,0.96,-9.31,-20.48,1.48,0.29,43.89,49.41,2.1,1
49.8,30.19,1.02,2.01,10407.06,0.57,-5.7,-4.3,1.89,0.56,51.98,82.29,3.63,1
47.44,33.96,1.46,1.84,12570.57,0.42,-15.03,-16.26,3.99,0.69,80.52,136.95,2.15,1
42.39,32.31,0.87,2.45,3503.42,0.98,-18.05,-17.46,2.74,-0.24,72.15,128.39,2.24,1
44.8,36.56,1.19,1.59,3300.88,0.74,-10.01,-21.47,2.0,4.43,57.84,55.41,1.6,1
48.11,32.65,1.11,1.7,10246.51,0.97,-16.68,-17.67,2.28,4.05,32.44,150.93,3.89,1
44.91,38.73,1.02,2.47,14555.83,0.52,-21.91,-22.25,1.21,-0.7,82.1,83.69,2.87,1
43.29,39.18,0.96,1.63,10446.71,0.53,-17.42,-12.04,2.83,-0.87,35.9,45.71,2.12,1
40.08,31.07,1.11,1.76,8817.56,0.62,-14.69,-22.08,2.49,5.65,40.32,41.87,2.16,1
48.29,30.55,0.82,1.68,6304.0,0.74,-14.19,-18.5,2.89,5.24,71.6,42.82,2.19,1
40.91,39.9,1.48,2.08,6971.17,0.91,-13.07,-22.89,2.69,-0.86,77.32,138.83,2.28,1
42.32,33.14,0.94,1.54,3628.83,0.31,-23.11,-9.88,3.65,2.47,48.39,100.53,1.76,1
40.65,36.65,1.01,1.66,5058.18,0.36,-12.62,-3.09,2.21,-0.15,52.39,116.83,1.88,1
45.78,36.17,1.54,1.69,3189.66,0.46,-6.48,-10.34,2.39,-0.54,57.39,44.12,2.69,1
46.29,32.87,0.94,2.31,9637.47,0.46,-13.29,-24.44,1.39,1.77,88.55,101.26,3.59,1
45.6,38.28,1.47,1.83,10141.59,0.31,-18.05,-15.97,1.63,4.61,69.25,112.02,2.81,0
40.67,33.13,1.1,1.97,10354.01,0.42,-22.96,-14.6,3.83,0.49,75.02,51.72,1.67,1
44.21,31.59,1.54,2.27,11235.2,0.99,-9.52,-22.53,3.32,4.87,74.81,97.87,2.8,1
43.32,37.4,1.06,1.65,9940.33,0.17,-17.54,-19.41,2.0,2.4,62.14,50.12,2.36,1
44.2,30.49,1.35,1.8,4578.12,0.87,-9.14,-11.15,3.84,4.39,49.71,127.49,2.32,1
41.01,30.19,0.95,2.07,5064.69,0.49,-19.37,-24.15,3.51,4.11,84.61,94.61,2.72,1
41.0,35.45,1.12,1.92,7190.12,0.11,-23.14,-18.65,3.39,-0.08,67.75,40.55,3.15,1
48.01,34.91,0.86,2.41,3821.57,0.13,-24.95,-13.0,1.97,-0.54,32.72,96.42,2.68,1
46.59,30.91,1.21,2.3,14973.23,0.6,-23.87,-17.32,2.5,5.51,33.91,149.9,1.75,1
47.26,36.92,1.22,1.8,11368.34,0.95,-11.41,-4.85,1.09,0.74,42.12,64.82,2.21,1
41.46,34.71,1.4,2.31,4591.6,0.77,-19.79,-3.48,3.06,0.33,74.35,44.99,1.55,1
48.94,39.2,1.3,1.88,14694.73,0.8,-23.68,-23.14,3.25,-0.57,30.47,87.26,3.1,1
48.3,32.64,0.97,2.18,8174.17,0.93,-23.16,-11.22,2.44,4.19,31.54,48.76,2.36,1
40.6,33.0,1.4,1.55,10453.71,0.13,-15.57,-5.45,1.03,2.69,33.99,144.05,2.02,1
48.28,33.14,1.11,1.8,8386.03,0.36,-5.39,-20.77,3.43,-0.99,55.52,98.36,2.92,1
48.43,38.05,1.31,2.05,7027.66,0.36,-24.17,-5.74,3.47,4.19,47.87,96.73,2.56,1
45.06,38.1,0.87,2.39,3300.68,0.44,-20.16,-4.16,3.56,3.77,74.58,147.31,1.94,1
49.77,37.73,1.26,1.76,11242.12,0.6,-10.57,-16.12,2.49,-0.86,74.4,44.11,1.8,1
45.79,39.33,1.35,1.83,8734.89,0.66,-6.49,-10.89,2.04,5.21,32.65,60.56,3.34,1
43.79,30.14,1.06,2.2,3727.24,0.91,-23.13,-16.28,2.56,-0.7,34.74,142.65,2.8,1
46.34,35.48,0.96,2.38,8087.39,0.15,-6.48,-16.89,1.88,-0.59,31.99,45.17,2.8,1
40.61,34.85,0.91,2.18,8036.3,1.19,-12.96,-12.44,3.67,1.27,44.99,131.66,2.08,1
40.63,35.71,1.08,2.49,7104.75,0.61,-5.29,-8.72,3.11,4.22,67.33,140.55,3.1,1
48.32,32.02,1.26,1.71,3045.46,0.54,-14.18,-19.27,1.15,4.4,59.02,46.51,1.52,1
41.58,31.19,0.93,1.92,6802.63,0.9,-9.53,-14.41,1.67,4.38,49.54,59.47,1.8,1
44.14,32.72,0.89,1.73,12606.98,0.71,-14.05,-19.92,3.48,2.39,80.07,92.61,2.83,1
45.72,35.72,1.53,1.6,8198.18,0.33,-17.36,-24.25,3.54,-0.96,74.34,100.52,3.61,1
42.46,30.21,1.23,2.28,4582.41,0.89,-16.35,-13.62,1.81,-0.66,85.69,144.81,2.06,1
47.12,37.35,1.25,1.9,6327.36,0.91,-23.81,-3.94,3.97,5.28,83.23,154.88,3.71,1
42.46,34.7,1.28,1.79,11891.7,0.85,-16.77,-21.23,1.36,3.44,33.17,155.85,3.27,1
40.41,35.53,1.28,2.46,11597.59,0.8,-19.64,-5.29,2.77,-0.99,68.37,143.24,1.94,1
44.35,36.19,1.24,2.02,4339.81,0.14,-17.83,-4.27,1.54,0.88,58.99,149.7,1.91,1
49.57,34.3,0.9,2.25,12689.9,1.08,-11.32,-22.77,1.01,2.28,76.96,59.41,2.49,1
47.35,39.42,1.58,1.59,6070.32,0.16,-9.76,-15.69,1.79,5.31,65.46,157.12,2.5,0
44.17,33.43,1.44,1.99,6784.43,0.25,-19.12,-9.08,1.03,-0.09,81.09,106.16,3.21,1
49.46,31.55,0.91,2.05,7889.38,0.12,-19.24,-7.87,3.29,0.66,85.16,84.11,3.21,1
43.25,30.16,1.21,1.5,7316.36,0.21,-20.14,-10.39,1.79,-0.96,79.53,104.68,3.18,1
48.08,39.62,0.82,1.64,12013.12,0.52,-16.59,-4.63,2.54,-0.25,80.39,104.64,1.95,1
43.03,34.05,0.86,2.28,14019.43,0.8,-13.22,-7.72,1.28,4.23,71.17,58.4,3.6,1
43.56,31.27,0.86,1.7,14879.01,0.56,-5.23,-6.19,2.82,0.22,39.93,133.04,1.74,1
44.92,31.59,0.88,2.06,4302.83,1.16,-9.46,-3.16,3.3,1.09,78.72,64.12,2.81,1
41.58,31.19,0.93,1.92,6802.63,0.9,-9.53,-14.41,1.67,4.38,49.54,59.47,1.8,1
45.8,35.02,1.32,1.68,6884.09,0.76,-9.6,-19.76,1.25,1.8,61.47,92.2,3.78,1
41.74,38.99,1.04,1.76,3021.93,0.27,-18.05,-19.87,3.62,-0.67,56.71,85.46,2.18,1
41.03,36.15,0.97,2.05,5230.49,0.98,-13.56,-5.47,1.88,0.04,87.61,113.82,2.74,1
46.99,30.31,1.47,2.14,6231.52,1.06,-11.78,-18.03,2.64,5.85,32.91,125.02,3.67,1
49.62,34.47,1.13,1.62,3091.41,0.24,-23.05,-7.66,2.16,4.79,69.81,92.78,2.18,1
41.64,38.55,1.33,1.62,14242.33,0.58,-21.33,-6.44,1.16,-0.73,74.23,50.78,3.69,1
42.11,39.63,1.23,2.37,13619.57,1.14,-20.24,-17.57,2.9,1.25,38.64,131.18,3.84,1
41.21,35.49,1.28,2.01,9427.09,0.79,-15.17,-18.63,3.05,4.6,50.83,122.83,2.79,1
49.88,36.7,0.94,1.85,3508.36,0.92,-16.97,-5.89,3.07,-0.31,52.52,109.5,2.68,1
41.46,31.78,1.19,1.84,10279.77,0.49,-15.51,-18.32,3.18,-0.76,31.51,100.04,2.39,1
40.67,32.85,1.5,2.01,9358.53,0.22,-5.85,-22.35,3.9,0.3,32.95,152.9,1.9,1
49.27,31.01,1.0,1.54,13329.94,0.85,-13.21,-14.76,1.78,3.1,72.16,135.16,3.2,0
45.63,38.92,1.27,1.58,7924.82,0.65,-17.64,-9.13,1.83,-0.28,39.82,76.89,1.85,1
46.48,39.66,1.3,2.44,12682.11,1.08,-17.57,-22.94,1.44,3.48,77.39,93.0,2.06,1
49.09,37.97,1.26,1.79,4767.85,0.38,-14.06,-15.83,1.74,3.74,60.47,56.31,3.35,1
40.91,33.97,1.21,1.98,9850.19,1.12,-23.51,-22.32,1.79,5.91,66.05,133.88,1.77,0
41.93,39.35,1.4,2.21,4739.93,0.81,-17.36,-24.21,1.35,2.98,65.99,154.52,2.03,0
41.92,31.54,1.07,2.03,7900.06,0.51,-23.24,-10.83,2.16,2.58,33.12,159.41,3.92,1
45.24,38.33,1.02,1.52,3347.26,0.55,-10.99,-20.19,2.66,3.36,31.22,79.27,2.53,1
46.42,34.56,1.06,2.22,11271.04,0.66,-24.74,-5.17,2.76,0.33,53.06,55.52,2.03,1
40.36,33.48,1.51,1.89,14874.63,1.2,-8.05,-24.44,2.8,3.99,39.58,100.17,1.75,1
48.99,31.71,1.03,2.02,5948.54,0.55,-21.03,-4.82,2.4,5.32,40.1,84.72,1.65,1
41.64,35.55,1.34,1.54,6793.25,1.14,-10.38,-9.22,2.63,-0.94,68.62,55.2,3.51,1
47.59,38.18,1.2,1.72,8432.33,0.65,-8.49,-14.1,3.59,1.97,40.66,89.18,2.54,1
41.9,32.68,0.93,2.29,3860.31,1.19,-15.68,-18.49,3.98,1.5,46.72,66.68,3.65,1
40.91,33.97,1.21,1.98,9850.19,1.12,-23.51,-22.32,1.79,5.91,66.05,133.88,1.77,0
46.62,37.63,1.19,1.53,6975.51,0.79,-15.39,-4.78,1.55,-0.78,56.44,66.62,1.71,1
44.15,34.98,1.57,1.95,9470.84,0.68,-21.43,-25.0,3.67,5.52,31.05,58.45,2.63,1
44.25,34.03,1.12,1.81,5008.16,1.01,-22.56,-11.3,1.48,5.07,43.67,55.09,1.64,1
43.59,31.76,1.18,1.51,6193.41,0.68,-14.06,-21.11,2.18,2.32,80.95,64.37,2.79,1
49.89,35.04,1.41,2.07,9812.95,0.96,-9.31,-20.48,1.48,0.29,43.89,49.41,2.1,1
48.29,30.55,0.82,1.68,6304.0,0.74,-14.19,-18.5,2.89,5.24,71.6,42.82,2.19,1
48.96,31.06,1.1,1.59,8566.35,0.83,-10.86,-23.73,1.34,3.43,80.1,112.9,3.9,0
49.78,32.38,1.38,1.83,6255.66,0.26,-23.02,-24.64,1.15,4.14,86.33,64.78,1.67,1
42.49,30.38,1.1,1.7,9017.9,0.42,-14.31,-11.64,3.36,3.31,54.33,121.77,2.75,1
45.54,35.05,1.04,2.22,8222.45,0.76,-12.62,-14.93,3.77,-0.74,37.35,122.61,3.04,1
47.12,36.58,1.07,2.18,10223.76,0.58,-13.85,-5.72,2.31,1.34,69.67,51.35,3.3,1
43.41,34.24,1.19,1.82,11032.91,0.98,-22.61,-15.72,3.0,3.15,82.34,144.46,2.43,1
43.85,35.52,1.08,1.81,4892.56,0.53,-11.2,-8.54,3.93,3.41,65.64,45.64,2.92,1
43.34,38.3,1.29,1.52,12943.36,1.17,-10.33,-8.98,2.21,4.99,31.56,82.71,2.37,1
48.83,38.91,1.42,1.7,10934.88,0.51,-7.22,-17.42,2.79,4.79,49.73,54.56,3.24,1
48.08,39.7,1.32,1.54,10846.17,0.11,-17.01,-22.98,3.59,-0.82,70.68,95.46,2.86,1
44.12,39.2,0.82,2.1,7792.72,0.72,-10.93,-16.05,3.68,5.69,89.1,46.57,1.55,1
43.56,31.27,0.86,1.7,14879.01,0.56,-5.23,-6.19,2.82,0.22,39.93,133.04,1.74,1
48.28,33.14,1.11,1.8,8386.03,0.36,-5.39,-20.77,3.43,-0.99,55.52,98.36,2.92,1
49.79,31.09,1.43,2.41,9097.74,1.06,-8.99,-24.38,3.41,2.37,66.53,79.94,3.08,1
40.9,33.02,1.5,1.76,7800.88,0.63,-8.88,-11.74,2.27,1.56,64.1,48.6,1.96,1
45.38,34.31,0.98,1.96,5855.0,0.47,-19.47,-13.41,3.01,4.21,75.61,61.89,3.25,1
44.71,39.5,1.44,1.78,9698.18,0.86,-9.09,-15.18,2.2,4.37,55.9,69.75,1.82,1
46.14,33.12,1.19,1.8,7763.74,0.56,-22.53,-8.68,2.03,-0.34,79.0,66.11,2.37,1
40.65,36.65,1.01,1.66,5058.18,0.36,-12.62,-3.09,2.21,-0.15,52.39,116.83,1.88,1
44.45,37.16,1.23,2.15,13269.51,0.19,-8.01,-19.77,3.91,2.2,55.0,156.84,3.85,1
49.76,34.14,1.49,1.56,3934.27,0.14,-7.8,-6.7,3.24,5.17,48.13,132.83,2.76,1
47.04,39.36,1.21,2.2,10768.27,0.33,-12.11,-3.4,1.33,3.82,66.86,85.1,2.49,1
45.57,33.14,1.32,2.1,9623.55,0.4,-9.01,-18.11,2.86,5.12,80.87,64.24,3.96,1
47.2,33.99,1.46,2.17,3013.71,0.64,-7.65,-19.63,1.98,5.09,41.46,108.1,2.86,1
42.44,32.34,0.95,1.59,5042.28,1.01,-13.35,-4.76,1.25,-0.48,68.82,135.58,2.17,1
43.87,30.87,1.08,2.44,8703.43,1.02,-19.52,-3.05,3.91,5.87,88.09,101.56,1.66,1
44.65,30.11,1.24,1.87,12640.35,0.72,-24.03,-15.87,3.75,4.05,63.86,55.05,1.78,1
46.72,38.62,1.46,1.51,12210.65,0.56,-10.27,-7.09,3.41,5.09,62.26,102.74,3.9,1
49.43,33.03,1.13,2.31,3747.11,0.81,-22.45,-18.68,3.49,-0.61,32.16,90.14,1.55,1
41.23,33.17,1.36,1.62,13686.36,0.17,-9.5,-9.82,2.54,4.34,62.87,123.27,1.59,1
42.0,33.97,1.18,1.94,8705.3,0.43,-8.83,-4.91,2.05,3.47,52.84,109.45,2.63,1
42.43,32.1,0.84,2.35,9135.31,0.17,-16.07,-15.09,3.33,4.33,38.07,115.23,1.67,1
49.01,30.48,1.39,2.2,7401.96,0.76,-21.62,-20.58,3.64,0.81,74.16,122.43,3.87,1
44.34,36.68,1.53,2.19,6474.51,1.03,-6.42,-4.74,2.92,3.04,74.87,123.37,2.36,1
42.73,31.64,1.5,2.4,6882.77,0.13,-15.51,-7.66,3.11,3.73,31.26,52.23,2.18,1
49.66,33.35,1.43,2.07,5406.43,0.23,-15.04,-20.54,2.18,-0.7,56.07,85.63,3.99,1
48.28,33.14,1.11,1.8,8386.03,0.36,-5.39,-20.77,3.43,-0.99,55.52,98.36,2.92,1
49.91,37.18,1.56,2.04,9654.72,1.19,-21.2,-7.78,3.37,4.91,75.0,58.64,2.16,1
46.97,33.0,1.13,2.35,5306.38,0.18,-8.99,-6.03,1.54,4.71,43.8,135.06,2.49,1
42.0,34.2,1.06,2.28,4818.6,0.77,-24.73,-11.84,1.09,-0.95,62.61,132.33,2.07,1
40.26,34.44,1.49,2.39,11050.73,1.03,-15.54,-23.19,2.39,4.03,43.51,55.35,2.43,1
49.62,39.43,1.57,2.06,4717.95,0.2,-8.15,-12.4,3.9,0.44,44.17,133.75,3.94,1
49.75,30.11,0.85,1.51,7439.81,0.38,-6.81,-7.68,3.48,-0.29,86.06,78.78,3.63,1
42.53,39.64,1.27,2.22,4174.78,1.1,-7.36,-3.7,3.88,4.36,50.64,100.54,2.57,1
46.13,36.57,1.18,1.59,12091.25,1.06,-6.53,-6.47,3.69,5.46,62.44,86.96,2.59,1
46.2,39.11,1.23,1.97,14903.0,0.91,-7.0,-13.59,3.62,0.0,79.01,61.7,1.92,1
46.03,32.5,0.89,1.99,9049.04,0.88,-6.99,-20.22,3.48,2.17,37.56,130.12,3.19,1
40.89,31.24,1.2,2.11,10848.86,0.35,-22.28,-4.73,1.72,-0.88,46.97,102.06,2.44,1
49.78,30.98,1.51,1.5,12103.55,0.61,-14.36,-23.87,3.87,0.27,79.6,159.51,1.91,1
42.81,37.88,1.52,2.24,10319.03,1.0,-13.22,-3.04,2.34,-0.8,79.41,96.05,2.36,1
49.85,34.46,1.32,2.49,11378.36,0.56,-14.2,-14.08,2.35,2.97,48.55,53.77,2.81,1
40.31,32.72,1.33,2.07,11790.49,0.45,-9.95,-23.78,1.1,0.63,79.64,53.45,3.07,1
46.61,35.73,0.81,1.59,4811.79,0.78,-13.82,-21.39,3.58,1.33,38.38,75.02,1.97,1
40.23,34.26,0.88,1.76,5649.95,0.81,-17.99,-21.03,2.51,-0.72,36.06,158.59,2.82,1
49.79,31.09,1.43,2.41,9097.74,1.06,-8.99,-24.38,3.41,2.37,66.53,79.94,3.08,1
48.55,34.09,1.49,2.4,7109.68,0.65,-18.36,-9.71,3.74,5.89,74.63,76.63,2.24,1
43.6,35.99,1.26,2.02,10428.53,0.23,-22.75,-18.48,3.16,1.72,30.07,135.57,2.19,1
46.92,32.78,1.16,2.16,11038.25,1.0,-7.35,-4.78,3.38,1.37,46.41,147.23,2.96,1
49.86,33.08,0.82,1.85,14370.06,0.42,-15.15,-18.94,3.03,1.6,85.48,53.1,1.79,1
49.06,31.01,1.3,1.68,14079.82,1.0,-16.9,-4.03,1.17,3.27,51.24,134.85,3.68,1
47.05,32.76,1.45,2.35,13740.47,0.75,-6.0,-12.25,2.35,3.62,89.78,150.03,3.73,1
