Cell_ID,Batch_ID,Production_Line,Shift,Supplier,Ambient_Temp_C,Anode_Overhang_mm,Electrolyte_Volume_ml,Internal_Resistance_mOhm,Capacity_mAh,Retention_50Cycle_Pct,Defect_Type,Inspector_Comment,QC_Grade
CELL-002208,BTH-0186,Line_2,Morning,VoltIndustries,24.43,0.132,14.9,14.83,4978.0,96.05,None,,Grade A
CELL-014476,BTH-0186,Line_2,Night,ChemCorp,22.21,0.159,15.1,14.32,5023.0,95.81,None,,Grade A
CELL-011479,BTH-0186,Line_2,Morning,ChemCorp,24.42,0.145,14.64,15.17,5031.0,95.6,High Internal Resistance,,Grade A
CELL-016857,BTH-0186,Line_1,Evening,VoltIndustries,23.77,0.118,15.06,14.58,4980.0,97.6,None,Shift handover completed.,Grade B
CELL-013961,BTH-0186,Line_1,Night,VoltIndustries,23.28,0.105,14.86,14.37,5057.0,96.44,None,,Scrap
CELL-010923,BTH-0186,Line_2,Evening,ChemCorp,26.22,0.155,15.01,14.58,5057.0,97.2,None,,Grade A
CELL-018935,BTH-0186,Line_3,Night,LithioMat,22.64,0.129,15.13,14.14,5041.0,97.46,None,,Grade A
CELL-003751,BTH-0186,Line_3,Evening,LithioMat,25.5,0.159,15.05,14.23,5016.0,97.65,None,Shift handover completed.,Grade A
CELL-012727,BTH-0186,Line_3,Evening,ChemCorp,22.32,0.126,14.99,13.81,4988.0,98.44,None,,Grade A
CELL-011512,BTH-0186,Line_2,Night,ChemCorp,21.18,0.127,14.88,13.37,4978.0,96.86,None,,Grade A
CELL-007218,BTH-0186,Line_1,Evening,LithioMat,26.79,0.152,14.75,15.13,4924.0,97.2,High Internal Resistance,,Grade A
CELL-013905,BTH-0186,Line_3,Evening,ChemCorp,24.76,0.104,15.05,14.89,4973.0,97.43,None,Slight electrolyte spill cleared by tech.,Scrap
CELL-007393,BTH-0186,Line_1,Evening,ChemCorp,25.2,0.126,15.11,14.35,5014.0,97.05,None,,Grade A
CELL-015869,BTH-0187,Line_2,Evening,ChemCorp,25.06,0.116,14.95,13.81,5000.0,95.88,None,,Grade B
CELL-002087,BTH-0187,Line_1,Evening,LithioMat,23.25,0.149,15.03,14.52,4982.0,97.82,None,,Grade A
CELL-018655,BTH-0187,Line_2,Morning,VoltIndustries,24.25,0.138,14.96,14.14,4950.0,95.86,None,,Grade A
CELL-017567,BTH-0187,Line_1,Evening,ChemCorp,24.09,0.124,15.0,13.47,5027.0,96.51,None,,Grade B
CELL-000277,BTH-0187,Line_3,Night,LithioMat,20.95,0.14,14.83,14.76,5045.0,97.22,None,,Grade A
CELL-001214,BTH-0187,Line_1,Evening,VoltIndustries,23.65,0.138,15.06,15.06,4993.0,96.58,High Internal Resistance,,Grade A
CELL-008351,BTH-0187,Line_2,Evening,ChemCorp,25.5,0.125,15.03,13.26,4946.0,97.49,None,,Grade A
CELL-000778,BTH-0187,Line_1,Morning,LithioMat,21.72,0.132,14.97,13.81,5008.0,95.38,None,,Grade A
CELL-012530,BTH-0187,Line_1,Night,ChemCorp,22.25,0.119,15.12,14.28,4996.0,96.29,None,,Grade B
CELL-006113,BTH-0187,Line_1,Evening,ChemCorp,22.16,0.165,15.01,14.89,5014.0,96.35,None,,Grade A
CELL-000210,BTH-0187,Line_1,Night,VoltIndustries,23.38,0.126,15.04,14.41,5004.0,97.6,None,,Grade A
CELL-013800,BTH-0187,Line_1,Night,LithioMat,20.31,0.115,15.0,14.79,5041.0,97.63,None,,Grade B
CELL-006589,BTH-0187,Line_1,Evening,ChemCorp,24.31,0.131,15.05,14.05,4971.0,96.99,None,,Grade A
CELL-016878,BTH-0187,Line_1,Morning,VoltIndustries,23.86,0.126,15.01,15.15,5041.0,95.91,High Internal Resistance,,Grade A
CELL-015865,BTH-0187,Line_1,Night,LithioMat,20.92,0.173,14.89,13.14,4985.0,97.91,None,,Grade A
CELL-011894,BTH-0187,Line_3,Morning,ChemCorp,24.76,0.155,14.99,14.53,5014.0,96.32,None,,Grade A
CELL-014569,BTH-0187,Line_2,Night,LithioMat,21.39,0.143,14.93,13.07,5022.0,97.5,None,,Grade A
CELL-011378,BTH-0187,Line_3,Night,ChemCorp,19.78,0.161,14.86,13.59,5015.0,95.66,None,,Grade A
CELL-009493,BTH-0187,Line_1,Morning,LithioMat,24.61,0.163,15.03,14.16,5035.0,96.57,None,,Grade A
CELL-007696,BTH-0187,Line_2,Night,VoltIndustries,25.01,0.14,15.01,14.69,4994.0,96.38,None,,Grade A
CELL-008027,BTH-0187,Line_1,Evening,ChemCorp,25.59,0.147,14.91,14.2,5012.0,97.35,None,,Grade A
CELL-009057,BTH-0187,Line_2,Evening,LithioMat,23.75,0.176,14.92,13.4,4998.0,97.35,None,,Grade A
CELL-005250,BTH-0187,Line_2,Morning,VoltIndustries,24.19,0.16,14.96,15.03,5023.0,97.27,High Internal Resistance,,Grade A
CELL-007023,BTH-0187,Line_2,Night,ChemCorp,21.24,0.182,15.28,14.29,5016.0,97.38,None,,Grade A
CELL-014129,BTH-0187,Line_2,Evening,VoltIndustries,24.12,0.137,15.02,14.27,4966.0,97.25,None,,Grade A
CELL-001868,BTH-0187,Line_1,Evening,LithioMat,21.72,0.142,14.84,14.4,5037.0,95.55,None,,Grade A
CELL-009366,BTH-0187,Line_2,Night,ChemCorp,19.7,0.119,15.2,13.16,4981.0,96.61,None,,Grade B
CELL-009699,BTH-0187,Line_2,Night,LithioMat,19.26,0.111,15.01,14.12,4981.0,97.99,None,Standard calibration OK.,Scrap
CELL-018239,BTH-0187,Line_3,Evening,ChemCorp,22.28,0.148,15.12,14.28,4978.0,97.38,None,Shift handover completed.,Grade A
CELL-016381,BTH-0187,Line_2,Morning,VoltIndustries,25.02,0.151,15.02,14.13,5005.0,96.61,None,,Grade A
CELL-006993,BTH-0187,Line_2,Evening,LithioMat,24.21,0.133,15.03,14.23,5040.0,98.24,None,Shift handover completed.,Grade A
CELL-007856,BTH-0187,Line_3,Night,ChemCorp,23.23,0.131,14.98,13.57,4997.0,97.3,None,,Grade A
CELL-013957,BTH-0187,Line_1,Morning,VoltIndustries,23.85,0.136,15.15,15.26,4959.0,98.74,High Internal Resistance,,Grade B
CELL-019578,BTH-0187,Line_3,Night,LithioMat,21.12,0.155,15.05,14.54,5032.0,96.59,None,,Grade A
CELL-005420,BTH-0187,Line_1,Night,ChemCorp,23.4,0.132,15.08,13.66,5028.0,96.77,None,,Grade A
CELL-013022,BTH-0187,Line_1,Evening,ChemCorp,23.99,0.127,15.14,14.2,5037.0,97.85,None,,Grade A
CELL-000318,BTH-0187,Line_2,Night,VoltIndustries,18.63,0.147,15.1,15.5,4866.0,92.49,High Internal Resistance,,Grade B
CELL-006969,BTH-0187,Line_3,Evening,VoltIndustries,21.18,0.147,15.06,15.03,4977.0,96.37,High Internal Resistance,,Grade A
CELL-010802,BTH-0187,Line_1,Evening,ChemCorp,22.36,0.129,15.0,13.39,5053.0,96.6,None,,Grade A
CELL-014087,BTH-0187,Line_1,Evening,LithioMat,22.89,0.146,15.0,13.32,4927.0,98.38,None,,Grade A
CELL-006629,BTH-0187,Line_2,Morning,ChemCorp,24.49,0.137,14.9,15.61,4903.0,93.99,High Internal Resistance,,Grade B
CELL-016488,BTH-0187,Line_2,Evening,VoltIndustries,22.92,0.159,15.0,16.14,4824.0,93.48,High Internal Resistance,Laser alignment recalibrated mid-batch.,Scrap
CELL-007522,BTH-0187,Line_2,Morning,ChemCorp,26.47,0.132,14.82,14.29,5040.0,98.1,None,,Grade A
CELL-007074,BTH-0187,Line_1,Night,LithioMat,23.46,0.139,15.17,14.21,5051.0,97.14,None,,Grade A
CELL-005464,BTH-0187,Line_1,Morning,ChemCorp,26.11,0.124,14.77,15.23,5027.0,96.52,High Internal Resistance,,Grade B
CELL-016567,BTH-0187,Line_1,Evening,ChemCorp,22.27,0.151,14.93,13.94,5014.0,95.85,None,,Grade A
CELL-008651,BTH-0187,Line_1,Evening,ChemCorp,20.71,0.136,14.86,13.42,4963.0,96.43,None,,Grade A
CELL-001998,BTH-0188,Line_1,Night,ChemCorp,22.29,0.128,14.87,13.92,4987.0,97.35,None,,Grade A
CELL-003871,BTH-0188,Line_2,Evening,ChemCorp,25.39,0.12,14.77,15.49,4956.0,95.39,High Internal Resistance,,Grade B
CELL-011121,BTH-0188,Line_1,Night,ChemCorp,21.03,0.133,14.99,14.47,4977.0,95.58,None,,Grade A
CELL-017422,BTH-0188,Line_1,Night,ChemCorp,23.27,0.189,15.01,13.91,5015.0,98.2,None,,Grade A
CELL-013202,BTH-0188,Line_1,Night,ChemCorp,22.17,0.145,15.07,13.22,4991.0,96.6,None,,Grade A
CELL-006120,BTH-0188,Line_3,Night,ChemCorp,22.12,0.165,15.14,13.48,5005.0,97.78,None,,Grade A
CELL-008550,BTH-0188,Line_1,Morning,LithioMat,24.72,0.199,15.11,14.84,5010.0,96.57,None,,Grade A
CELL-004972,BTH-0188,Line_2,Night,ChemCorp,20.42,0.136,15.17,13.79,5039.0,96.61,None,,Grade A
CELL-007215,BTH-0188,Line_3,Morning,ChemCorp,24.52,0.15,14.84,14.29,5055.0,96.55,None,,Grade A
CELL-012921,BTH-0188,Line_2,Morning,VoltIndustries,23.62,0.118,15.02,15.08,5043.0,97.11,High Internal Resistance,,Grade B
CELL-013158,BTH-0188,Line_1,Morning,VoltIndustries,25.34,0.097,15.14,14.91,4958.0,97.84,Poor Retention,Operator noted irregular machine vibration.,Scrap
CELL-008134,BTH-0188,Line_2,Morning,LithioMat,23.73,0.136,14.96,12.66,5004.0,97.0,None,,Grade A
CELL-001749,BTH-0188,Line_3,Evening,ChemCorp,27.19,0.144,14.94,13.61,5012.0,96.25,None,,Grade A
CELL-017007,BTH-0188,Line_1,Evening,VoltIndustries,25.17,0.159,14.84,15.27,4943.0,95.79,High Internal Resistance,,Grade B
CELL-004952,BTH-0188,Line_1,Morning,ChemCorp,23.07,0.108,14.98,14.32,5003.0,96.75,None,,Scrap
CELL-011357,BTH-0188,Line_1,Night,LithioMat,22.56,0.155,15.05,13.86,5010.0,96.91,None,,Grade A
CELL-010461,BTH-0188,Line_1,Night,VoltIndustries,22.25,0.151,14.98,14.88,4975.0,96.9,None,,Grade A
CELL-007370,BTH-0188,Line_2,Night,VoltIndustries,21.8,0.165,15.0,15.25,4925.0,98.52,High Internal Resistance,,Grade B
CELL-003418,BTH-0188,Line_1,Night,LithioMat,19.34,0.109,14.97,13.46,4967.0,97.81,None,Laser alignment recalibrated mid-batch.,Scrap
CELL-003762,BTH-0188,Line_2,Evening,ChemCorp,23.9,0.116,14.84,13.44,4971.0,96.57,None,,Grade B
CELL-008154,BTH-0188,Line_1,Night,VoltIndustries,21.2,0.163,15.01,13.97,5019.0,96.8,None,Standard calibration OK.,Grade A
CELL-011738,BTH-0188,Line_1,Evening,LithioMat,26.02,0.104,14.8,15.55,4943.0,92.07,High Internal Resistance,,Scrap
CELL-013130,BTH-0188,Line_2,Night,LithioMat,20.74,0.147,14.97,14.67,5013.0,98.2,None,,Grade A
CELL-011170,BTH-0188,Line_3,Morning,VoltIndustries,24.98,0.147,15.04,15.11,4946.0,96.89,High Internal Resistance,,Grade A
CELL-002553,BTH-0188,Line_2,Evening,ChemCorp,25.85,0.139,14.6,14.85,5017.0,96.9,None,,Grade A
CELL-000044,BTH-0188,Line_1,Morning,ChemCorp,20.31,0.116,15.13,15.14,4951.0,97.23,High Internal Resistance,,Grade B
CELL-005640,BTH-0188,Line_2,Evening,ChemCorp,23.45,0.155,14.88,14.9,5011.0,95.97,None,,Grade A
CELL-013101,BTH-0188,Line_1,Morning,ChemCorp,22.89,0.139,15.01,14.03,4980.0,96.75,None,,Grade A
CELL-000473,BTH-0188,Line_1,Night,VoltIndustries,22.84,0.146,15.12,15.78,4910.0,93.78,High Internal Resistance,,Grade B
CELL-017861,BTH-0188,Line_3,Night,LithioMat,22.76,0.135,14.94,14.13,5015.0,96.59,None,,Grade A
CELL-006982,BTH-0188,Line_2,Morning,ChemCorp,24.39,0.153,15.09,13.66,4996.0,95.6,None,,Grade A
CELL-018606,BTH-0188,Line_1,Night,ChemCorp,20.55,0.124,14.91,13.52,5011.0,97.77,None,,Grade B
CELL-004616,BTH-0188,Line_3,Morning,ChemCorp,24.24,0.123,15.11,14.04,5026.0,96.81,None,,Grade B
CELL-009217,BTH-0188,Line_2,Morning,ChemCorp,23.12,0.153,15.04,13.97,4993.0,96.64,None,,Grade A
CELL-005233,BTH-0188,Line_2,Night,ChemCorp,21.59,0.145,14.93,14.86,5003.0,97.15,None,,Grade A
CELL-004927,BTH-0188,Line_1,Night,LithioMat,23.03,0.166,14.99,13.41,5005.0,97.39,None,,Grade A
CELL-005351,BTH-0188,Line_2,Evening,LithioMat,21.56,0.16,14.99,14.18,4998.0,96.66,None,,Grade A
CELL-005574,BTH-0188,Line_2,Night,VoltIndustries,22.97,0.15,14.91,15.11,4988.0,98.33,High Internal Resistance,,Grade A
CELL-017725,BTH-0188,Line_2,Evening,VoltIndustries,22.59,0.111,15.07,14.76,5021.0,96.43,None,,Scrap
CELL-011988,BTH-0188,Line_2,Evening,LithioMat,22.24,0.179,15.05,14.56,4947.0,96.23,None,,Grade A
CELL-003737,BTH-0188,Line_1,Night,ChemCorp,23.15,0.115,15.15,13.87,4969.0,97.71,None,,Grade B
CELL-000123,BTH-0188,Line_3,Evening,ChemCorp,24.07,0.164,14.98,13.55,5033.0,97.32,None,,Grade A
CELL-015056,BTH-0188,Line_1,Morning,ChemCorp,,0.133,14.9,14.08,5020.0,97.05,None,,Grade A
CELL-002239,BTH-0188,Line_2,Evening,ChemCorp,26.43,0.181,14.72,14.89,5058.0,97.49,None,,Grade A
CELL-015123,BTH-0188,Line_1,Morning,ChemCorp,24.39,0.121,15.09,14.34,5015.0,97.23,None,,Grade B
CELL-017796,BTH-0188,Line_2,Night,LithioMat,23.11,0.139,15.16,13.3,4967.0,96.0,None,,Grade A
CELL-003092,BTH-0188,Line_2,Evening,LithioMat,24.17,0.146,15.07,13.79,4990.0,96.54,None,,Grade A
CELL-015769,BTH-0188,Line_1,Morning,LithioMat,21.53,0.162,15.13,14.42,5031.0,98.56,None,,Grade A
CELL-014742,BTH-0188,Line_1,Night,VoltIndustries,23.4,0.135,15.13,14.95,5019.0,98.33,None,,Grade A
CELL-007708,BTH-0188,Line_1,Evening,LithioMat,24.69,0.151,15.05,14.18,4994.0,97.18,None,,Grade A
CELL-002276,BTH-0188,Line_2,Morning,ChemCorp,21.52,0.131,14.96,13.36,5007.0,97.9,None,,Grade A
CELL-010007,BTH-0188,Line_3,Night,VoltIndustries,23.24,0.116,15.04,15.15,5020.0,97.53,High Internal Resistance,,Grade B
CELL-011415,BTH-0188,Line_2,Evening,LithioMat,23.85,0.179,15.11,14.46,5009.0,96.93,None,,Grade A
CELL-010872,BTH-0188,Line_1,Night,ChemCorp,21.51,0.155,14.95,14.05,4997.0,97.49,None,,Grade A
CELL-008316,BTH-0188,Line_1,Night,LithioMat,23.04,0.161,15.21,13.83,5015.0,96.68,None,,Grade A
CELL-007849,BTH-0189,Line_2,Morning,ChemCorp,24.31,0.125,14.9,13.51,5008.0,95.98,None,,Grade A
CELL-007081,BTH-0189,Line_1,Morning,ChemCorp,22.4,0.156,15.01,14.48,5017.0,98.23,None,,Grade A
CELL-011799,BTH-0189,Line_2,Night,ChemCorp,19.54,0.134,15.14,13.65,5015.0,96.92,None,,Grade A
CELL-019489,BTH-0189,Line_1,Morning,VoltIndustries,23.4,0.123,15.03,14.31,4993.0,97.49,None,,Grade B
CELL-017414,BTH-0189,Line_1,Evening,ChemCorp,25.28,0.157,15.14,13.78,5002.0,97.67,None,,Grade A
CELL-006701,BTH-0189,Line_1,Night,ChemCorp,21.69,0.144,15.05,14.2,5003.0,96.6,None,,Grade A
CELL-009855,BTH-0189,Line_2,Night,LithioMat,21.82,0.173,15.18,13.52,5020.0,97.93,None,,Grade A
CELL-010891,BTH-0189,Line_2,Evening,LithioMat,25.03,0.129,15.0,14.48,4981.0,97.18,None,Standard calibration OK.,Grade A
CELL-010790,BTH-0189,Line_3,Night,VoltIndustries,21.64,0.126,14.89,14.84,4993.0,97.76,None,,Grade A
CELL-012146,BTH-0189,Line_2,Night,VoltIndustries,20.07,0.137,14.96,14.66,5008.0,95.95,None,,Grade A
CELL-010874,BTH-0189,Line_1,Morning,LithioMat,23.94,0.139,14.83,14.34,4977.0,96.54,None,,Grade A
CELL-009106,BTH-0189,Line_1,Night,VoltIndustries,21.81,0.119,15.05,15.46,4921.0,97.67,High Internal Resistance,,Grade B
CELL-012566,BTH-0189,Line_2,Night,VoltIndustries,20.79,0.169,14.97,14.09,4997.0,97.06,None,,Grade A
CELL-000622,BTH-0189,Line_1,Evening,VoltIndustries,23.79,0.146,14.96,15.03,5001.0,96.28,High Internal Resistance,,Grade A
CELL-016234,BTH-0189,Line_2,Evening,LithioMat,24.55,0.146,15.01,13.62,4994.0,96.25,None,,Grade A
CELL-005788,BTH-0189,Line_1,Night,VoltIndustries,20.52,0.119,15.14,15.1,4994.0,97.86,High Internal Resistance,,Grade B
CELL-000007,BTH-0189,Line_1,Evening,ChemCorp,24.46,0.169,15.0,13.67,4978.0,97.41,None,,Grade A
CELL-009237,BTH-0189,Line_1,Evening,VoltIndustries,24.4,0.124,14.93,15.75,4875.0,95.05,High Internal Resistance,,Grade B
CELL-016449,BTH-0189,Line_3,Evening,LithioMat,27.23,0.184,14.82,13.41,4967.0,95.01,None,,Grade A
CELL-004150,BTH-0189,Line_1,Evening,ChemCorp,24.29,0.185,15.07,14.06,4975.0,97.48,None,,Grade A
CELL-014594,BTH-0189,Line_3,Night,LithioMat,21.74,0.158,15.01,13.99,5037.0,97.67,None,,Grade A
CELL-009004,BTH-0189,Line_2,Evening,VoltIndustries,25.85,0.153,14.95,14.47,5025.0,98.28,None,,Grade A
CELL-004878,BTH-0189,Line_2,Morning,ChemCorp,25.83,0.152,14.81,13.98,5039.0,97.14,None,,Grade A
CELL-010059,BTH-0189,Line_3,Night,ChemCorp,21.04,0.114,15.12,13.4,5009.0,96.91,None,Ambient temperature warning suppressed.,Scrap
CELL-014009,BTH-0189,Line_3,Night,LithioMat,19.49,0.153,15.13,14.41,5053.0,98.27,None,,Grade A
CELL-005614,BTH-0189,Line_2,Evening,VoltIndustries,26.64,0.128,14.86,14.86,5013.0,96.22,None,,Grade A
CELL-004450,BTH-0189,Line_1,Morning,VoltIndustries,23.77,0.143,14.96,14.57,5009.0,97.42,None,,Grade A
CELL-014489,BTH-0189,Line_2,Evening,ChemCorp,23.18,0.189,15.07,14.89,5074.0,96.75,None,,Grade A
CELL-019568,BTH-0189,Line_2,Evening,LithioMat,24.61,0.164,15.06,14.09,4986.0,96.85,None,,Grade A
CELL-001638,BTH-0189,Line_2,Evening,ChemCorp,24.36,0.144,14.89,14.16,4951.0,96.85,None,,Grade A
CELL-008329,BTH-0189,Line_1,Morning,ChemCorp,22.43,0.138,15.16,14.05,4987.0,97.18,None,,Grade A
CELL-003645,BTH-0189,Line_2,Evening,LithioMat,21.84,0.136,15.07,14.53,4978.0,98.38,None,,Grade A
CELL-015034,BTH-0189,Line_3,Night,LithioMat,20.46,0.122,15.0,14.34,4997.0,96.32,None,,Grade B
CELL-009625,BTH-0189,Line_2,Evening,LithioMat,24.17,0.152,15.13,14.23,5039.0,96.52,None,,Grade A
CELL-014352,BTH-0189,Line_1,Morning,VoltIndustries,,0.097,14.78,16.51,4785.0,93.46,Short Circuit Risk (Overhang),,Scrap
CELL-008864,BTH-0189,Line_3,Night,ChemCorp,20.45,0.115,14.9,14.44,5013.0,97.33,None,,Grade B
CELL-015092,BTH-0189,Line_2,Night,ChemCorp,20.59,0.132,15.15,13.62,5036.0,95.78,None,,Grade A
CELL-012257,BTH-0190,Line_1,Morning,ChemCorp,23.46,0.13,15.1,14.49,4960.0,97.58,None,,Grade A
CELL-000047,BTH-0190,Line_2,Morning,ChemCorp,24.69,0.148,14.98,13.9,5043.0,97.21,None,,Grade A
CELL-000232,BTH-0190,Line_1,Morning,VoltIndustries,22.22,0.126,15.1,14.47,4983.0,98.49,None,,Grade A
CELL-019694,BTH-0190,Line_3,Morning,LithioMat,22.5,0.146,15.0,14.51,4981.0,97.54,None,,Grade A
CELL-014755,BTH-0190,Line_2,Morning,ChemCorp,26.96,0.124,14.59,16.04,4807.0,92.87,High Internal Resistance,,Scrap
CELL-012681,BTH-0190,Line_3,Night,ChemCorp,21.0,0.1,14.91,14.17,5028.0,97.73,Poor Retention,Slight electrolyte spill cleared by tech.,Scrap
CELL-012599,BTH-0190,Line_2,Morning,VoltIndustries,23.88,0.15,15.02,14.59,4995.0,96.33,None,,Grade A
CELL-008417,BTH-0190,Line_3,Evening,VoltIndustries,22.88,0.131,15.09,15.33,4982.0,97.29,High Internal Resistance,,Grade B
CELL-012113,BTH-0190,Line_1,Evening,ChemCorp,23.99,0.128,14.87,13.95,4956.0,97.14,None,,Grade A
CELL-008566,BTH-0190,Line_1,Morning,ChemCorp,23.23,0.128,15.04,13.62,5001.0,96.53,None,,Grade A
CELL-008076,BTH-0190,Line_2,Morning,ChemCorp,23.03,0.12,14.87,13.96,4981.0,97.15,None,,Grade B
CELL-003548,BTH-0190,Line_3,Evening,VoltIndustries,21.13,0.093,14.97,14.26,4985.0,97.81,Poor Retention,,Scrap
CELL-000111,BTH-0190,Line_3,Night,LithioMat,21.09,0.118,15.05,14.24,4991.0,97.46,None,,Grade B
CELL-008779,BTH-0190,Line_2,Morning,VoltIndustries,24.65,0.16,15.04,14.79,5038.0,96.27,None,,Grade A
CELL-007425,BTH-0190,Line_1,Night,ChemCorp,21.05,0.141,14.83,13.96,5008.0,97.3,None,,Grade A
CELL-013451,BTH-0190,Line_1,Night,VoltIndustries,22.61,0.153,14.91,14.66,4948.0,96.03,None,,Grade A
CELL-007031,BTH-0190,Line_3,Night,LithioMat,21.02,0.153,15.05,13.96,5070.0,97.31,None,,Grade A
CELL-000549,BTH-0190,Line_1,Night,ChemCorp,21.19,0.129,15.02,13.74,5006.0,95.92,None,,Grade A
CELL-001848,BTH-0190,Line_1,Night,LithioMat,23.2,0.152,14.89,13.89,5046.0,97.84,None,,Grade A
CELL-000893,BTH-0190,Line_1,Night,ChemCorp,20.17,0.147,15.03,14.12,4995.0,96.2,None,,Grade A
CELL-013699,BTH-0190,Line_2,Evening,ChemCorp,23.53,0.165,14.81,13.89,4988.0,97.37,None,,Grade A
CELL-017970,BTH-0190,Line_1,Morning,LithioMat,25.6,0.118,14.65,15.75,4847.0,92.9,High Internal Resistance,Standard calibration OK.,Grade B
CELL-011408,BTH-0190,Line_3,Morning,ChemCorp,22.18,0.143,15.13,13.68,5005.0,97.08,None,,Grade A
CELL-003347,BTH-0190,Line_2,Evening,LithioMat,25.09,0.192,15.01,14.51,5030.0,96.62,None,,Grade A
CELL-009098,BTH-0190,Line_1,Evening,ChemCorp,26.28,0.19,14.77,15.91,4919.0,95.9,High Internal Resistance,,Grade B
CELL-004455,BTH-0190,Line_2,Evening,ChemCorp,23.2,0.112,14.93,13.98,4971.0,96.42,None,,Scrap
CELL-013582,BTH-0190,Line_2,Night,LithioMat,19.66,0.118,15.01,14.38,5022.0,95.88,None,,Grade B
CELL-006898,BTH-0190,Line_1,Evening,ChemCorp,23.82,0.129,15.17,13.95,5005.0,96.25,None,,Grade A
CELL-007526,BTH-0190,Line_2,Morning,LithioMat,24.12,0.112,15.07,13.74,5043.0,97.07,None,,Scrap
CELL-018136,BTH-0190,Line_3,Morning,ChemCorp,24.25,0.175,15.24,14.0,4979.0,96.48,None,,Grade A
CELL-013716,BTH-0190,Line_3,Night,ChemCorp,21.73,0.15,14.88,13.33,4977.0,97.03,None,,Grade A
CELL-004182,BTH-0190,Line_3,Morning,LithioMat,24.86,0.109,15.09,12.81,4955.0,97.45,None,Routine visual inspection passed.,Scrap
CELL-004269,BTH-0190,Line_2,Night,LithioMat,22.55,0.119,15.04,13.92,4950.0,96.44,None,,Grade B
CELL-005672,BTH-0190,Line_1,Morning,VoltIndustries,23.0,0.115,15.06,13.98,5022.0,97.75,None,,Grade B
CELL-000758,BTH-0190,Line_2,Night,LithioMat,21.43,0.179,15.19,14.47,5024.0,95.93,None,,Grade A
CELL-003220,BTH-0190,Line_2,Evening,LithioMat,24.38,0.143,15.01,13.83,5045.0,96.89,None,,Grade A
CELL-007142,BTH-0190,Line_2,Evening,LithioMat,23.47,0.141,15.09,14.46,5004.0,96.98,None,Standard calibration OK.,Grade A
CELL-015504,BTH-0190,Line_2,Morning,LithioMat,25.38,0.115,14.89,13.51,5033.0,98.14,None,,Grade B
CELL-016168,BTH-0190,Line_1,Night,LithioMat,20.58,0.168,15.03,14.96,4985.0,96.78,None,Routine visual inspection passed.,Grade A
CELL-007148,BTH-0190,Line_1,Night,ChemCorp,19.8,0.108,15.04,14.51,4965.0,96.52,None,,Scrap
CELL-004236,BTH-0191,Line_2,Night,LithioMat,20.67,0.141,14.9,13.83,4958.0,97.06,None,Standard calibration OK.,Grade A
CELL-012174,BTH-0191,Line_1,Morning,ChemCorp,22.84,0.147,15.21,14.44,4994.0,97.21,None,,Grade A
CELL-000476,BTH-0191,Line_3,Night,ChemCorp,20.18,0.143,15.04,14.41,4971.0,96.92,None,,Grade A
CELL-014591,BTH-0191,Line_2,Evening,VoltIndustries,26.77,0.138,14.8,16.07,4851.0,92.92,High Internal Resistance,,Scrap
CELL-007721,BTH-0191,Line_1,Night,ChemCorp,23.79,0.135,15.06,13.89,5032.0,96.83,None,,Grade A
CELL-015260,BTH-0191,Line_2,Morning,ChemCorp,21.59,0.129,14.77,14.76,4970.0,96.99,None,,Grade A
CELL-015233,BTH-0191,Line_2,Evening,ChemCorp,23.55,0.138,14.96,13.47,5023.0,96.62,None,,Grade A
CELL-009476,BTH-0191,Line_2,Night,ChemCorp,23.9,0.149,15.02,14.19,4999.0,97.95,None,,Grade A
CELL-000095,BTH-0191,Line_3,Morning,ChemCorp,22.42,0.151,14.9,13.18,4999.0,96.02,None,,Grade A
CELL-013151,BTH-0191,Line_2,Night,VoltIndustries,23.85,0.143,14.88,14.95,5005.0,96.71,None,,Grade A
CELL-018997,BTH-0191,Line_2,Evening,ChemCorp,24.06,0.129,15.01,13.96,4978.0,97.78,None,,Grade A
CELL-012834,BTH-0191,Line_1,Evening,ChemCorp,24.12,0.161,14.91,14.79,4986.0,99.17,None,,Grade A
CELL-018607,BTH-0191,Line_3,Evening,LithioMat,23.96,0.152,14.96,13.91,4970.0,97.43,None,,Grade A
CELL-016361,BTH-0191,Line_2,Night,VoltIndustries,21.29,0.105,14.94,15.72,4828.0,95.4,High Internal Resistance,Shift handover completed.,Scrap
CELL-004228,BTH-0191,Line_3,Evening,ChemCorp,23.56,0.136,15.12,13.72,4981.0,95.98,None,,Grade A
CELL-011968,BTH-0191,Line_1,Morning,VoltIndustries,25.5,0.147,15.03,14.79,4971.0,97.49,None,,Grade A
CELL-000894,BTH-0191,Line_2,Night,ChemCorp,19.65,0.143,15.07,13.68,5013.0,96.84,None,,Grade A
CELL-006995,BTH-0191,Line_1,Evening,VoltIndustries,22.9,0.133,14.77,16.65,4757.0,91.57,Critical Resistance,,Scrap
CELL-017332,BTH-0191,Line_2,Morning,VoltIndustries,24.16,0.153,14.86,13.72,5034.0,98.22,None,,Grade A
CELL-009027,BTH-0191,Line_1,Night,ChemCorp,23.33,0.099,14.86,14.68,4996.0,96.19,Poor Retention,,Scrap
CELL-010860,BTH-0191,Line_2,Evening,VoltIndustries,22.72,0.146,15.07,14.62,5037.0,97.16,None,,Grade A
CELL-005032,BTH-0191,Line_1,Evening,ChemCorp,22.62,0.135,15.0,13.93,5048.0,96.93,None,,Grade A
