Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
301,310.8,1975,19.7,17
301,310.8,1475,35.3,19
301,310.9,1495,37.3,21
301,311,1553,35.8,26
301.1,311,1918,21.7,28
301.1,311,1413,46.6,30
301,311,1437,56,33
301,310.9,1450,45.9,35
301,310.9,1910,21.9,37
300.9,310.9,1749,26.4,40
301,310.9,1916,22,42
301,310.9,1428,45.3,47
301,310.9,1578,38.4,49
300.9,310.8,1571,39.9,51
300.9,310.8,1729,30.2,53
300.9,310.8,1701,30.4,55
300.9,310.8,1493,45.8,57
301,310.9,1554,32.7,59
300.9,310.9,1497,43.2,62
301,310.9,1679,29.8,64
301,310.9,1510,44.5,66
301,310.9,1296,54.9,69
301,310.9,1404,41.8,71
300.9,310.8,1519,34.9,73
300.9,310.7,1696,27.3,76
300.8,310.6,1669,28.4,79
300.7,310.6,1447,40.7,82
300.7,310.6,1418,46.3,84
300.7,310.6,1407,40.5,87
300.8,310.5,1434,44.5,89
300.8,310.6,1360,48.8,91
300.8,310.6,1402,53.7,93
300.9,310.6,1552,34.9,95
300.9,310.7,1392,44.2,97
301.1,310.8,1521,41,99
301.1,310.8,1724,27.5,101
301,310.7,1455,46.1,103
301,310.6,1366,50.6,106
301.1,310.6,1407,43.9,111
301.1,310.8,1470,49.3,116
301.2,310.9,1359,50.8,118
301.1,310.8,1792,25.8,121
301.1,310.9,1552,37.9,126
301.2,311,1612,32.9,129
301.2,311,1424,41.4,131
301.3,311,1341,59.3,134
301.2,310.8,1479,38.2,139
301.2,310.9,1413,50.1,141
301.3,310.9,2165,17.4,143
301.3,311,1641,33,145
301.3,311,1495,40.8,148
301.3,311,1576,30.4,151
301.2,310.9,1467,37.1,153
301.2,310.8,1479,41.2,155
301.3,310.9,1596,33.9,157
301.3,310.9,1512,36.9,159
301.4,310.9,1414,38.8,162
301.3,310.8,1390,57.4,164
301.2,310.7,1644,31.6,166
301.2,310.7,1394,42.8,168
301.1,310.5,1324,52.4,171
301,310.4,1476,43.6,173
301,310.4,2204,16.6,175
301,310.4,1665,30.9,177
300.9,310.4,1445,41.7,180
300.8,310.3,1457,46.8,182
300.8,310.2,1492,46.3,187
300.8,310.1,1405,61.2,189
300.7,310.1,1542,35.5,191
300.8,310.2,1520,37.7,193
300.8,310.2,1598,36.5,195
300.8,310.3,1538,36.1,198
300.9,310.4,1615,30.9,200
301,310.5,1408,47,202
301,310.5,1379,57.3,204
301,310.6,1493,37.8,206
301.1,310.7,1376,49.1,0
301.1,310.7,1583,40.7,2
301.2,310.8,1396,47.4,5
301.1,310.7,1436,45.3,8
301.1,310.6,1417,47.6,10
301,310.6,1641,33.4,12
301,310.6,1698,27.3,14
300.9,310.4,1541,39.1,17
300.8,310.3,1383,46.6,19
300.8,310.4,1368,46.8,21
300.8,310.4,1570,35.2,23
300.9,310.5,1616,33.5,25
300.9,310.5,1444,43.2,27
300.9,310.4,2021,18.8,30
300.9,310.5,1702,29.3,32
301.1,310.6,1429,52.7,35
301.2,310.8,1711,28.9,38
301.2,310.7,1543,32.9,40
301.3,310.8,1628,32.2,43
301.2,310.8,1233,64.6,45
301.2,310.8,1461,40.6,47
301.2,310.7,1568,38.3,49
301.3,310.8,1432,54.4,51
301.2,310.7,1527,41.1,53
301.3,310.8,1455,41.2,56
301.3,310.8,1418,45.4,59
301.3,310.8,1719,29.5,62
301.2,310.8,1734,31.3,64
301.2,310.7,1426,46.1,67
301.1,310.6,1611,35.2,70
301.1,310.6,1479,41.1,72
301,310.5,1317,50.9,75
301,310.5,1248,61.4,77
301,310.5,1932,21.7,79
301.1,310.5,1547,35.8,81
301,310.4,1614,31.6,84
301,310.4,1512,44.9,86
301.1,310.5,1529,38.7,91
301.1,310.6,1782,24.9,93
301,310.5,1429,39.4,98
301.1,310.5,1309,60.7,100
301.1,310.5,1428,44.1,103
301.2,310.6,1385,49.2,105
301.2,310.7,1517,39.4,107
301.2,310.6,1576,39.6,109
301.2,310.6,1437,51.2,112
301.2,310.6,1457,50.5,114
301.1,310.5,1532,37.5,119
301.1,310.5,1603,32.6,121
301,310.4,1563,34.4,124
301,310.3,1617,34.5,126
300.8,310.1,1686,26.9,128
300.9,310.2,1382,50.4,131
300.9,310.1,2090,17.8,133
300.9,310.3,1446,44.5,135
300.9,310.2,1533,38.1,137
300.9,310.3,1440,47.6,140
301,310.4,1793,25,142
301,310.4,1517,46.1,145
300.9,310.4,1544,36,148
300.9,310.3,1321,48.8,150
300.9,310.3,1416,50.9,152
300.8,310.2,1514,40,155
300.8,310.2,1304,52.5,157
300.7,310.2,1286,64.9,160
300.7,310.1,1483,40.2,162
300.7,310.1,1351,46.9,165
300.7,310.1,1367,52.6,167
300.7,310.1,1721,32.3,170
300.6,310,1455,40.4,172
300.6,310,1425,49.5,174
300.7,310,1672,29.7,176
300.7,310,1641,34.6,178
300.5,310,1580,37,181
300.5,310,1495,47.4,184
300.5,309.9,1994,19.8,189
300.4,309.9,1415,31.8,192
300.4,309.8,1725,30.4,195
300.4,309.8,1430,43.4,198
300.4,309.8,1395,48.1,201
300.4,309.8,1435,43.6,203
300.4,309.9,1681,28.6,206
300.5,310,1451,48.6,208
300.5,309.9,1397,45.9,210
300.4,309.8,1421,47.2,0
300.3,309.8,1444,42,3
300.2,309.8,1827,23,6
300.2,309.8,1374,47.7,8
300.2,309.8,1650,29.6,13
300.2,309.7,1275,60.7,15
300.2,309.7,1421,44.6,17
300.2,309.8,1557,33.8,19
300.1,309.8,1506,35.2,21
300.1,309.7,1362,49.1,23
300,309.7,1542,47.1,25
300,309.6,1496,38.8,27
300,309.6,1491,42,29
300.1,309.6,1565,34.8,32
300.1,309.7,1481,37.9,34
300.1,309.7,1420,48.4,36
300.2,309.8,1398,54.8,39
300.2,309.8,1466,45.7,41
300.1,309.8,1430,56.7,44
300.1,309.7,1441,40.1,46
300.1,309.7,1348,57.3,48
300,309.6,1738,28.7,51
300,309.6,1618,36.2,53
299.9,309.6,1489,41.7,56
299.9,309.5,1412,57.9,59
299.9,309.5,2065,18.1,62
300,309.6,1571,33.1,65
300,309.6,1423,48.7,67
300,309.5,1781,24.9,70
300.1,309.6,1321,46.9,75
300.1,309.6,1546,36.7,77
300,309.5,1879,22.4,79
300,309.5,1735,28.9,82
300,309.5,1506,38.8,87
300,309.6,1629,32.3,89
300,309.6,1694,28.7,94
300.1,309.6,1541,37,96
300,309.6,1514,44.6,98
300.1,309.7,1485,45.9,100
300.2,309.8,1430,55,102
300.2,309.7,1771,27.1,104
300.2,309.8,1481,41.9,106
300.2,309.7,1483,43.8,108
300.1,309.6,1463,45.1,113
300.1,309.7,1410,48.3,118
300.2,309.7,1656,34.3,120
300.2,309.8,1487,39.2,122
300.3,309.9,1509,46.6,125
300.3,309.9,1677,30.1,130
300.3,309.8,1450,55,135
300.2,309.7,1413,43,137
300.1,309.7,1680,33.8,140
300.2,309.7,1678,30.5,142
300.2,309.7,1408,44,144
300.1,309.6,1376,52.1,147
300,309.6,1526,46.4,150
300,309.6,1587,32.6,152
300.1,309.7,1351,58.2,155
300.1,309.6,1501,38,157
300.1,309.7,1601,35.8,160
300,309.6,1573,39.7,162
300.1,309.6,1584,36.7,165
300.1,309.6,1649,33.6,168
300.2,309.7,1183,61.4,170
300.1,309.7,2151,17.5,173
300.2,309.8,1526,45.6,175
300.3,309.9,1611,29,177
300.3,309.9,1601,31.7,180
300.3,310,1560,40.8,182
300.4,310.1,1544,41.9,184
300.4,310,1560,42.3,186
300.4,310,1423,44.2,189
300.4,310.1,1614,33.5,191
300.4,310.1,1457,35.1,193
300.4,310.1,1503,42.2,196
300.4,310.1,1484,38,198
300.3,309.9,1540,39.9,203
300.3,309.9,1405,52.1,205
300.3,309.9,1394,46.7,210
300.3,309.9,1518,36.4,0
300.3,309.9,1527,41.4,2
300.3,309.9,1377,55.3,4
300.3,310,1537,37.5,6
300.3,310,1409,43.2,9
300.3,309.9,1393,56.1,12
300.2,309.7,1448,36.8,14
300.2,309.8,1418,49.3,16
300.2,309.8,1743,24.1,18
300.2,309.8,1394,47.4,21
300.3,309.8,1523,39.2,24
300.2,309.8,1353,59.4,26
300.3,309.9,1447,46.5,28
300.3,309.9,1570,34,31
300.3,309.9,1494,38.5,33
300.3,309.9,1621,34.1,36
300.4,310,1769,26.1,38
300.4,310,1282,66.1,40
300.4,310,1581,30.3,42
300.6,310.1,1656,32.7,44
300.6,310.2,1648,31.7,46
300.7,310.2,1639,31.4,48
300.7,310.2,1348,54.8,50
300.8,310.3,1537,33.3,52
300.8,310.3,1270,61,54
300.7,310.3,1662,34.4,57
300.7,310.3,1471,40.2,59
300.6,310.1,1337,45.8,62
300.7,310.2,1877,24.8,64
300.6,310.2,1519,44.6,69
300.6,310.2,1378,47.3,71
300.7,310.2,1696,27.5,73
300.7,310.1,1376,50.8,75
300.7,310.2,1807,24.2,77
300.7,310.1,1598,32.8,79
300.7,310.1,1565,40.2,81
300.7,310.2,1387,50.6,83
300.7,310,1395,48,85
300.6,310,1302,62.9,87
300.6,310,1397,55.2,90
300.6,310,1313,52.9,93
300.6,310,1505,35.9,95
300.6,310,1483,44,97
300.5,310,1358,60.4,102
300.5,309.9,1735,27,107
300.5,309.8,1416,48.5,110
300.4,309.7,1740,31.1,113
300.4,309.7,1692,27.4,115
300.5,309.8,1507,42.5,117
300.4,309.6,1521,35,119
300.4,309.6,1379,54.5,122
300.4,309.6,1523,38.5,124
300.4,309.6,1571,33.6,126
300.4,309.5,1547,50.7,131
300.5,309.7,1347,54.3,136
300.5,309.7,1560,30.2,139
300.5,309.7,1384,48.6,141
300.5,309.7,1841,24.6,143
300.5,309.8,1663,29.1,145
300.6,309.8,1418,42.7,147
300.7,309.9,1775,26.6,149
300.7,309.8,1406,48.4,151
300.6,309.9,1480,43.7,153
300.7,309.9,1412,45.3,155
300.6,309.8,1913,22.5,157
300.6,309.8,1629,37.6,162
300.5,309.8,1939,21.4,164
300.6,309.8,1541,36.2,166
300.7,309.8,1330,54.4,171
300.7,309.8,1490,38.8,173
300.7,309.9,1383,44.5,176
300.8,310,1468,52.7,178
300.8,309.9,1444,46,180
300.7,309.8,1363,53.1,183
300.6,309.7,1617,33.2,185
300.6,309.8,1694,31.1,187
300.7,309.9,1815,27,190
300.8,309.9,1312,65.3,192
300.8,309.9,2041,19.2,194
300.9,310,1671,26.8,199
300.9,310,1416,46.6,201
300.9,310,1600,36,204
300.9,310,2595,13.7,207
300.9,309.9,1465,42.9,209
301,310.1,1681,27.4,212
301.1,310.1,1457,39.6,215
301,310.1,1454,44.1,217
301,310.1,1558,32.6,0
301,310.1,1756,30.7,2
301.1,310.1,1564,36.8,7
301.1,310.2,1455,55.3,9
301.2,310.1,2280,15.7,11
301.1,310,1433,48.1,14
301.1,310,1513,38,17
301,309.9,1507,41.8,19
301,310,1480,43.5,21
301.1,310,1470,40.1,23
301.1,310.1,1540,36.6,28
301,310,1212,67.9,30
301.1,310.1,1417,46.9,35
301.2,310.1,1666,34.9,37
301.1,310.1,1666,27.2,40
301.1,310.1,1489,45.8,42
301.1,310.2,1850,27.7,44
301.1,310.4,1874,24.8,47
301.1,310.4,1312,73.6,49
301.2,310.4,1515,38.4,51
301.2,310.4,1516,44.4,53
301.2,310.5,1546,40,55
301.3,310.6,1481,40.9,57
301.3,310.6,1605,32.5,59
301.2,310.7,1656,26.2,64
301.2,310.6,1352,52,69
301.3,310.7,1504,47.2,74
301.3,310.6,1436,44.2,76
301.2,310.5,1505,43.6,78
301.3,310.5,1406,47.1,83
301.3,310.5,1481,39.7,85
301.4,310.7,1487,44.6,88
301.4,310.7,1436,54.1,90
301.4,310.7,1368,63.7,92
301.4,310.7,1509,38.3,95
301.4,310.8,1543,36.9,97
301.4,310.8,1698,29.6,99
301.4,310.7,1470,46.5,101
301.4,310.8,1738,30.3,104
301.4,310.8,1530,39.9,107
301.4,310.8,1740,29.2,110
301.4,310.8,1770,24.1,112
301.3,310.6,1527,44,114
301.3,310.7,1516,46,119
301.4,310.7,1616,36.5,121
301.4,310.7,1786,26.1,123
301.4,310.8,1389,52.7,125
301.4,310.7,1639,29.8,127
301.5,310.7,1394,46.7,130
301.5,310.7,1686,27.9,135
301.5,310.6,1638,31.9,137
301.5,310.6,1447,41.9,140
301.5,310.6,1512,39,143
301.6,310.8,1961,21.8,148
301.5,310.7,1596,35.4,150
301.5,310.7,1871,21.3,152
301.5,310.7,1942,20.5,155
301.4,310.6,1557,38.2,157
301.4,310.6,1550,36.8,159
301.3,310.6,1966,22.6,161
301.3,310.6,1499,36.1,163
301.3,310.6,1521,36.3,166
301.4,310.7,1375,42,168
301.4,310.6,1634,31.1,171
301.3,310.6,1378,49.4,173
301.4,310.7,1428,53.7,176
301.4,310.6,1855,25.3,178
301.4,310.6,1578,33,181
301.4,310.5,1451,45.3,183
301.5,310.5,1644,34.9,186
301.4,310.4,1388,45.3,188
301.4,310.4,1543,40.9,190
301.3,310.4,1501,41.6,192
301.3,310.4,1507,39.1,194
301.4,310.4,1559,36,196
301.5,310.5,1528,35.7,198
301.5,310.5,1503,38.2,200
301.5,310.5,1372,44,203
301.5,310.5,1600,32.8,205
301.5,310.6,1453,44,208
301.6,310.7,1813,24.6,210
301.6,310.7,1457,40.4,213
301.6,310.6,1553,38.9,0
301.7,310.7,1763,25.9,3
301.7,310.7,2023,20.9,5
301.6,310.7,1457,47.8,7
301.6,310.7,1679,29.5,10
301.6,310.6,2103,19.7,12
301.5,310.7,1460,38.6,14
301.5,310.7,1454,39.4,17
301.5,310.6,1481,46.8,20
301.5,310.7,1424,51.1,22
301.6,310.7,1494,39.5,24
301.5,310.6,1424,47,26
301.5,310.7,1347,47.9,29
301.5,310.6,1374,46.7,32
301.5,310.6,1403,47.4,34
301.5,310.6,1573,37.4,37
301.6,310.6,1691,30.1,40
301.5,310.5,1538,44.3,43
301.5,310.5,1556,39.1,48
301.5,310.4,1593,36.8,50
301.5,310.4,1474,39.9,53
301.5,310.4,1543,34,55
301.5,310.5,1587,33.8,57
301.6,310.6,1222,70,62
301.7,310.6,1513,41.1,64
301.7,310.6,1660,28.7,66
301.7,310.6,1545,42.1,68
301.7,310.6,1380,45.8,70
301.6,310.6,1321,60.8,73
301.6,310.6,1309,65.8,75
301.7,310.7,1627,31.3,78
301.6,310.7,1791,23.8,81
301.7,310.7,1861,21.8,84
301.7,310.7,1493,51.1,87
301.7,310.7,1442,41.1,89
301.7,310.7,1532,39.8,92
301.6,310.7,1421,44.4,94
301.6,310.6,1613,42.5,97
301.7,310.6,1876,22.1,99
301.6,310.5,1593,34.5,102
301.6,310.5,1397,49.4,104
301.6,310.5,1414,49.3,106
301.5,310.4,1378,55.3,109
301.4,310.4,1301,51.2,112
301.5,310.5,1737,29.3,114
301.5,310.5,1396,44.5,117
301.5,310.5,1534,39.3,119
301.5,310.5,1774,25.5,121
301.5,310.5,1453,48,124
301.5,310.5,1453,44.2,129
301.4,310.5,1380,48.4,131
301.4,310.4,1334,43.2,133
301.5,310.5,1702,28.7,135
301.6,310.6,1431,37.5,137
301.5,310.5,1308,60.5,139
301.5,310.6,1565,43.9,142
301.5,310.4,1486,39.6,144
301.5,310.5,1479,34.2,147
301.5,310.5,1927,22.4,149
301.5,310.4,1488,41.1,151
301.5,310.4,1350,54.9,153
301.6,310.4,1561,35.3,156
301.5,310.4,1276,55.6,158
301.5,310.4,1580,35.7,161
301.4,310.3,1610,29.1,166
301.4,310.3,2203,16.6,169
301.4,310.3,1639,32.7,171
301.4,310.4,1553,44.7,173
301.4,310.3,1374,47.6,176
301.4,310.4,1430,50.9,178
301.3,310.3,1626,31.3,180
301.4,310.5,1421,43.8,182
301.3,310.4,1501,39.8,187
301.3,310.4,2093,18.7,190
301.3,310.4,1504,47.2,193
301.3,310.4,1538,38.4,195
301.3,310.4,1440,41.5,197
301.3,310.4,1414,51.4,199
301.4,310.5,1536,39.9,201
301.4,310.5,1476,39.2,206
301.4,310.5,1571,33.9,208
301.5,310.6,1998,20.2,210
301.5,310.6,1357,42.1,212
301.6,310.7,1424,50.5,214
301.6,310.7,1380,51.8,216
301.5,310.7,1618,35.5,218
301.5,310.6,1579,28,220
301.5,310.7,1423,44,222
301.5,310.7,1435,38.5,224
301.5,310.7,1336,65.6,0
301.6,310.8,1392,42.4,3
301.5,310.8,1417,49.7,5
301.4,310.7,1425,45.1,7
301.5,310.8,1512,38.9,9
301.5,310.9,1318,50.6,11
301.6,310.9,1538,40.4,13
301.6,310.9,1532,43.6,15
301.7,311,1715,24.8,17
301.7,311,1700,28.7,19
301.7,311,1548,40.3,21
301.7,311,1546,43,23
301.7,311,1343,49.2,25
301.7,311,1510,47.8,27
301.8,311,1839,23.6,30
301.8,311,1756,26.7,33
301.7,310.9,1300,62.7,36
301.7,311,1311,55.8,39
301.7,310.9,1636,31.3,42
301.6,310.9,1643,34.1,44
301.6,310.8,1418,44.7,46
301.7,310.8,1516,40.4,48
301.6,310.9,1419,50.2,51
301.6,310.9,1623,34.1,56
301.6,310.8,1664,32,58
301.5,310.7,1744,28.2,61
301.5,310.7,1510,36,64
301.5,310.6,1382,58.1,67
301.4,310.6,1381,46.1,70
301.3,310.6,1556,39,72
301.4,310.6,1464,37.4,74
301.4,310.6,1481,37.6,77
301.5,310.7,1323,49.7,79
301.5,310.7,1426,46.1,81
301.4,310.7,1516,36.4,83
301.3,310.6,1416,45.2,88
301.3,310.6,1440,53.8,90
301.3,310.6,1576,30.4,92
301.3,310.6,1387,53.6,94
301.4,310.6,1464,48.6,96
301.4,310.6,2137,18,99
301.4,310.6,1431,40.6,101
301.3,310.6,1458,48,104
301.4,310.7,1280,61,106
301.4,310.7,1657,28.7,108
301.4,310.6,1565,36.1,110
301.3,310.6,1560,36.8,113
301.5,310.7,1359,47.1,115
301.5,310.8,1500,41,118
301.5,310.8,1785,25.5,120
301.5,310.9,1891,23.2,122
301.5,310.9,1524,40.4,124
301.6,311,1431,42.3,129
301.6,310.9,1385,51.2,132
301.7,311,1503,44.8,134
301.7,311,1311,46.8,136
301.6,310.9,1575,40.1,139
301.6,311,1485,40.1,142
301.7,311,1527,42.2,144
301.7,311,1537,33.5,146
301.8,311.1,1463,50.1,149
301.7,311.2,1482,43.6,154
301.8,311.2,1417,55.9,156
301.7,311.1,1506,39.5,158
301.7,311.2,1639,30,161
301.7,311.2,1418,38,166
301.7,311,1298,58.1,168
301.8,311.1,1395,44.6,171
301.7,311.1,1578,40.5,174
301.8,311.1,1597,29.8,177
301.7,311,2016,19.3,180
301.7,311,1585,35.9,185
301.7,311,1505,44,187
301.7,311,1505,37.1,190
301.6,310.9,1706,29.5,193
301.6,310.9,1385,50.7,195
301.8,311.1,1495,36.9,197
301.8,311.1,1663,31.6,199
301.8,311.2,1840,26.6,202
301.8,311.2,1822,26.2,204
301.7,311.1,1644,32.8,206
301.7,311,1441,44.3,208
301.5,310.9,1451,40.6,0
301.5,310.9,1400,50.8,2
301.4,310.8,1362,53.2,4
301.4,310.8,1782,26.5,6
301.4,310.9,1536,38.3,9
301.5,310.9,1580,32.3,11
301.4,311,1427,43.2,13
301.3,310.9,1509,41.7,16
301.3,310.8,1434,39.5,18
301.2,310.8,1392,52.6,23
301.3,310.8,1509,40.1,25
301.2,310.7,1962,22.5,28
301.3,310.7,1536,39.3,31
301.3,310.8,1381,47.9,33
301.2,310.7,1747,27.3,35
301.2,310.6,1670,30,40
301.3,310.6,1451,47.5,42
301.2,310.7,1951,21.3,44
301.3,310.7,1819,25.5,46
301.3,310.8,1372,54.2,49
301.3,310.8,1560,38.5,52
301.3,310.8,1494,35.3,54
301.3,310.8,1531,53.4,57
301.3,310.8,1450,46.9,59
301.3,310.7,1391,52.5,61
301.2,310.6,1389,45.3,64
301.2,310.6,1409,50.9,66
301.1,310.6,1388,58.5,68
301.1,310.6,1410,43.9,73
301.1,310.5,1646,30.7,76
301.1,310.7,2219,16.7,79
301.2,310.7,1551,41.2,82
301.2,310.6,1811,24,84
301.3,310.7,1608,31.4,86
301.3,310.8,1428,55.2,88
301.4,310.8,1477,50.4,90
301.3,310.7,1300,58.3,92
301.2,310.7,1615,34.9,95
301.2,310.7,1676,32.4,98
301.1,310.7,2636,12.2,100
301.1,310.6,1310,48.8,103
301.1,310.7,1334,48.2,106
301.1,310.7,1621,31,108
301.1,310.7,1367,43.4,111
301,310.6,1588,33.7,114
301,310.7,1497,37.6,116
301.1,310.8,1608,32.9,119
301,310.8,1549,41.4,121
301,310.7,1391,45,123
300.9,310.8,1490,38.1,125
301,310.7,1727,34.5,127
300.9,310.6,1504,46.4,129
300.9,310.6,1350,53.8,131
300.9,310.7,1420,43,133
300.8,310.6,1465,44.1,136
300.9,310.7,1427,44.1,141
300.9,310.7,1477,43.2,143
301,310.7,1493,48.1,145
301,310.7,1657,29.9,148
300.9,310.7,1359,46,151
300.8,310.6,1551,34.5,153
300.8,310.6,1545,37.5,155
300.9,310.6,1709,29.2,158
300.9,310.7,1268,56.3,161
300.9,310.7,1740,25.3,164
301,310.9,1828,25.1,166
301,310.9,1822,21.6,168
301,310.9,1515,41.8,170
301,310.9,1392,52.9,173
300.9,310.9,1474,35.7,175
301,310.9,1359,53.4,180
301.1,311,1565,52.3,183
301.1,311.1,1384,42.5,185
301.1,311.1,1387,53.1,188
301.1,311,1378,51.1,190
301,310.9,1809,25.7,192
301.1,311,1339,52.8,194
301,311,1423,38.6,199
301.1,311.1,1570,41.6,202
301.2,311.2,1558,34.1,204
301.1,311.1,1799,21.7,206
301.1,311.2,1591,35,208
301.2,311.2,1635,29.6,211
301.3,311.3,1509,42.5,213
301.3,311.4,1838,23.2,215
301.3,311.5,1648,32.4,0
301.2,311.5,1498,49.5,3
301.2,311.4,1757,28,6
301.1,311.3,1389,53.3,8
301.1,311.3,1498,37.6,11
301,311.2,1521,35.8,13
301,311.2,1394,41.3,16
301,311.2,1602,32.7,19
300.9,311.1,1417,40.7,24
301,311.2,1511,42.9,26
301.1,311.3,1654,30.7,28
301.1,311.3,1836,22.8,31
301.1,311.3,1622,35.6,34
301,311.2,1467,45.4,36
301.1,311.3,1909,22.7,38
301.1,311.2,1910,20.2,41
301.1,311.3,2207,16.6,43
301.1,311.2,1384,49.4,48
301.1,311.3,1630,29.5,51
301.1,311.3,1268,60,53
301.1,311.4,1531,38.7,55
301,311.3,1454,41.5,57
301,311.3,1342,50.9,60
301,311.2,1363,46.3,62
301,311.2,1412,42.1,64
301,311.3,1597,39.2,66
301,311.3,1349,47,71
301,311.3,1472,35.3,73
301,311.4,1478,39.5,75
300.9,311.3,1295,58.9,77
300.8,311.2,1592,32.9,82
300.8,311.2,1430,54.4,85
300.8,311.2,1488,40.1,87
300.9,311.2,1518,35,90
300.8,311.2,2237,17,95
300.9,311.3,1801,24.6,100
301,311.4,1573,37.6,103
300.9,311.4,2073,21.4,105
300.9,311.3,1953,19.4,107
300.8,311.2,1492,39,109
300.8,311.2,1397,48.7,111
300.8,311.3,1465,43.2,113
300.8,311.3,1782,26.9,116
300.9,311.4,1434,45.4,118
300.9,311.4,1387,42.7,121
300.9,311.4,1532,41.5,126
300.9,311.5,1505,41.1,129
301,311.6,1440,43.3,131
301,311.6,1470,43.4,133
301.1,311.7,1408,46.3,135
301,311.6,1357,45.6,137
301,311.6,1454,40,140
301,311.6,1352,63.5,143
301,311.6,1448,43.9,145
300.9,311.6,1671,33.5,148
301,311.7,1670,31.3,150
301,311.7,1547,34.5,152
301,311.6,1461,40.6,154
301,311.6,1609,35.8,156
300.9,311.5,1704,31.3,159
301,311.5,1550,34.9,162
301,311.5,1530,43.9,165
300.9,311.3,1449,40.2,168
300.9,311.3,1613,32.7,170
300.8,311.2,1376,48.1,172
300.8,311.2,1434,45.6,174
300.8,311.1,1480,41.1,176
300.8,311.2,1634,31.9,178
300.8,311.2,1481,38.5,181
300.9,311.3,1668,28.9,183
301,311.4,1484,36.2,188
300.9,311.3,1603,31.8,190
301,311.4,1481,37.5,193
301,311.5,1559,31.8,195
301,311.5,1444,39.8,197
301.2,311.6,1423,48,199
301.1,311.6,1432,48.1,202
301.2,311.7,1463,48.3,204
301.2,311.7,1433,49.3,206
301.2,311.6,1461,52.9,208
301.1,311.6,1266,55.5,210
301.1,311.6,1417,53.4,0
301.1,311.6,1488,43.4,5
301.1,311.7,1816,24.5,7
301,311.6,1301,55,9
300.9,311.5,1836,21.8,12
300.8,311.4,1521,39.9,15
300.8,311.4,1322,67.2,18
300.8,311.4,1492,40.6,20
300.8,311.4,1536,40.9,22
300.7,311.2,1878,24.3,24
300.6,311.1,1471,40.7,26
300.6,311.1,1452,40.2,28
300.7,311.2,1452,44.4,33
300.7,311.3,1348,53,35
300.8,311.4,1453,44.6,38
300.8,311.4,1316,57.6,43
300.8,311.4,1732,26.9,45
300.7,311.3,1522,35.2,48
300.7,311.3,1487,39.8,50
300.8,311.4,1852,22.2,53
300.7,311.2,1486,46.8,56
300.7,311.3,1562,37.1,58
300.7,311.2,1457,51.4,61
300.7,311.2,1769,26.5,63
300.7,311.3,1374,53.1,66
300.8,311.3,1524,43.5,71
300.8,311.3,1498,40.2,73
300.8,311.3,1462,41.4,75
300.8,311.2,1429,52.3,77
300.7,311.2,1399,47.9,80
300.8,311.2,1434,39.1,82
300.7,311.1,1324,52.2,85
300.6,311,1563,40.7,87
300.6,311,1543,34.7,89
300.7,311,1413,52,91
300.7,311,1378,41.2,93
300.7,311.1,1373,49.9,96
300.7,311,1981,19.9,99
300.7,311,1263,52.3,104
300.7,311,1312,52.1,107
300.7,311,1969,20.7,109
300.8,311.2,1365,51.7,111
300.9,311.2,1789,25.5,114
300.8,311.1,1583,32.1,116
300.7,311,1436,44.9,119
300.7,311,1559,42.8,121
300.7,311,1377,49.9,124
300.7,311,1462,41.9,126
300.7,311,1318,48.2,128
300.7,311,1378,51.6,130
300.6,310.9,1344,46.7,133
300.7,311.1,2377,14.3,135
300.7,311.1,1427,50.3,137
300.9,311.2,1353,60.4,139
300.8,311.3,1505,45.5,141
300.8,311.2,1612,32.5,143
300.7,311.1,1440,43,148
300.7,311,1334,53.9,150
300.7,311,1706,25,153
300.8,311.1,1698,24.8,156
300.7,311.1,1688,30.7,161
300.7,311.1,2437,13.8,163
300.7,311.1,1478,46.8,165
300.7,311.1,1608,35.3,167
300.7,311.1,2478,13.4,170
300.8,311.1,1509,33.4,172
300.7,311,1596,36.9,174
300.7,311,1740,25.6,176
300.6,310.8,1375,53.2,179
300.6,310.7,1705,31.2,181
300.5,310.6,1621,32,184
300.6,310.7,1566,38.2,187
300.6,310.7,1388,42.9,190
300.6,310.7,1457,36.7,193
300.6,310.6,1463,45.5,196
300.5,310.5,1564,38.2,199
300.5,310.6,1411,47.2,201
300.5,310.6,1540,46.7,206
300.5,310.6,1950,20.3,208
300.6,310.7,1339,52.9,0
300.6,310.6,1419,39.6,3
300.5,310.6,1499,45.2,8
300.5,310.6,1368,49.6,10
300.5,310.5,1536,36.2,12
300.5,310.5,1469,42.9,14
300.5,310.5,2633,12.2,17
300.4,310.4,1298,61.4,19
300.4,310.4,1544,36.3,21
300.5,310.5,1403,47.7,24
300.5,310.5,1452,42.9,29
300.6,310.5,1509,43.1,31
300.7,310.6,1474,37,33
300.7,310.7,1377,46.7,36
300.8,310.8,1741,27.1,39
300.8,310.8,1460,53.8,41
300.7,310.6,1631,32.6,43
300.7,310.5,1561,33.2,48
300.7,310.6,1572,38.5,50
300.6,310.6,2127,18.7,53
300.6,310.6,1448,44.7,55
300.6,310.7,1543,39.6,60
300.6,310.6,1508,34.8,62
300.6,310.6,1403,50.4,64
300.6,310.6,1454,39.7,67
300.7,310.8,1772,27.3,69
300.7,310.8,1479,49.1,71
300.7,310.9,1723,31,73
